"base_country_code","base_country_name","base_lat","base_long","base_country_wb_income","base_country_wb_region","target_country_code","target_country_name","target_lat","target_long","target_country_wb_income","target_country_wb_region","year","value"
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","mz","Mozambique",-18.665695,35.529562,"Low Income","Sub-Saharan Africa","2016",-0.03
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","nl","Netherlands",52.132633,5.291266,"High Income","Europe & Central Asia","2016",-0.19
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","nz","New Zealand",-40.900557,174.885971,"High Income","East Asia & Pacific","2016",-0.15
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","no","Norway",60.472024,8.468946,"High Income","Europe & Central Asia","2016",-0.02
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","pa","Panama",8.537981,-80.782127,"High Income","Latin America & Caribbean","2016",-0.05
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","py","Paraguay",-23.442503,-58.443832,"Upper Middle Income","Latin America & Caribbean","2016",-0.03
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","pe","Peru",-9.189967,-75.015152,"Upper Middle Income","Latin America & Caribbean","2016",-0.02
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","ph","Philippines",12.879721,121.774017,"Lower Middle Income","East Asia & Pacific","2016",-0.01
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","pl","Poland",51.919438,19.145136,"High Income","Europe & Central Asia","2016",-0.06
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","pt","Portugal",39.399872,-8.224454,"High Income","Europe & Central Asia","2016",-0.86
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","qa","Qatar",25.354826,51.183884,"High Income","Middle East & North Africa","2016",-0.02
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","sa","Saudi Arabia",23.885942,45.079162,"High Income","Middle East & North Africa","2016",-0.01
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","sg","Singapore",1.352083,103.819836,"High Income","East Asia & Pacific","2016",-0.02
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","za","South Africa",-30.559482,22.937506,"Upper Middle Income","Sub-Saharan Africa","2016",-0.02
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","es","Spain",40.463667,-3.74922,"High Income","Europe & Central Asia","2016",-0.49
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","se","Sweden",60.128161,18.643501,"High Income","Europe & Central Asia","2016",-0.09
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","2016",-0.13
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","th","Thailand",15.870032,100.992541,"Upper Middle Income","East Asia & Pacific","2016",0
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","tr","Turkey",38.963745,35.243322,"Upper Middle Income","Europe & Central Asia","2016",0
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","2016",-0.08
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2016",-0.58
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","us","United States",37.09024,-95.712891,"High Income","North America","2016",2.59
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","uy","Uruguay",-32.522779,-55.765835,"High Income","Latin America & Caribbean","2016",-0.03
"br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","ve","Venezuela, RB",6.42375,-66.58973,"Upper Middle Income","Latin America & Caribbean","2016",0.07
"bs","Bahamas, The",25.03428,-77.39628,"High Income","Latin America & Caribbean","ca","Canada",56.130366,-106.346771,"High Income","North America","2016",-3.82
"bs","Bahamas, The",25.03428,-77.39628,"High Income","Latin America & Caribbean","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2016",-0.49
"bs","Bahamas, The",25.03428,-77.39628,"High Income","Latin America & Caribbean","us","United States",37.09024,-95.712891,"High Income","North America","2016",1.37
"bw","Botswana",-22.328474,24.684866,"Upper Middle Income","Sub-Saharan Africa","in","India",20.593684,78.96288,"Lower Middle Income","South Asia","2016",-0.28
"bw","Botswana",-22.328474,24.684866,"Upper Middle Income","Sub-Saharan Africa","za","South Africa",-30.559482,22.937506,"Upper Middle Income","Sub-Saharan Africa","2016",0.67
"bw","Botswana",-22.328474,24.684866,"Upper Middle Income","Sub-Saharan Africa","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2016",9.05
"bw","Botswana",-22.328474,24.684866,"Upper Middle Income","Sub-Saharan Africa","us","United States",37.09024,-95.712891,"High Income","North America","2016",7.15
"bw","Botswana",-22.328474,24.684866,"Upper Middle Income","Sub-Saharan Africa","zw","Zimbabwe",-19.015438,29.154857,"Low Income","Sub-Saharan Africa","2016",-0.06
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","ca","Canada",56.130366,-106.346771,"High Income","North America","2016",-1.07
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific","2016",-0.23
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia","2016",-0.23
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia","2016",-3.33
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","it","Italy",41.87194,12.56738,"High Income","Europe & Central Asia","2016",-0.37
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","lt","Lithuania",55.169438,23.881275,"High Income","Europe & Central Asia","2016",-0.88
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","pl","Poland",51.919438,19.145136,"High Income","Europe & Central Asia","2016",-5.56
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","tr","Turkey",38.963745,35.243322,"Upper Middle Income","Europe & Central Asia","2016",-0.34
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","ua","Ukraine",48.379433,31.16558,"Lower Middle Income","Europe & Central Asia","2016",1.36
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","2016",-1.02
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2016",-0.56
"by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","us","United States",37.09024,-95.712891,"High Income","North America","2016",-7.11
"ca","Canada",56.130366,-106.346771,"High Income","North America","af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","dz","Algeria",28.033886,1.659626,"Upper Middle Income","Middle East & North Africa","2016",0.3
"ca","Canada",56.130366,-106.346771,"High Income","North America","ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","2016",0.05
"ca","Canada",56.130366,-106.346771,"High Income","North America","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific","2016",-0.08
"ca","Canada",56.130366,-106.346771,"High Income","North America","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","az","Azerbaijan",40.143105,47.576927,"Upper Middle Income","Europe & Central Asia","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","bs","Bahamas, The",25.03428,-77.39628,"High Income","Latin America & Caribbean","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","bh","Bahrain",25.930414,50.637772,"High Income","Middle East & North Africa","2016",0.06
"ca","Canada",56.130366,-106.346771,"High Income","North America","bd","Bangladesh",23.684994,90.356331,"Lower Middle Income","South Asia","2016",0.5
"ca","Canada",56.130366,-106.346771,"High Income","North America","by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia","2016",0.14
"ca","Canada",56.130366,-106.346771,"High Income","North America","bj","Benin",9.30769,2.315834,"Low Income","Sub-Saharan Africa","2016",0.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","bo","Bolivia",-16.290154,-63.588653,"Lower Middle Income","Latin America & Caribbean","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","2016",2.34
"ca","Canada",56.130366,-106.346771,"High Income","North America","bg","Bulgaria",42.733883,25.48583,"Upper Middle Income","Europe & Central Asia","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","bf","Burkina Faso",12.238333,-1.561593,"Low Income","Sub-Saharan Africa","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","kh","Cambodia",12.565679,104.990963,"Lower Middle Income","East Asia & Pacific","2016",-0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","cm","Cameroon",7.369722,12.354722,"Lower Middle Income","Sub-Saharan Africa","2016",0.13
"ca","Canada",56.130366,-106.346771,"High Income","North America","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean","2016",0.13
"ca","Canada",56.130366,-106.346771,"High Income","North America","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific","2016",1.19
"ca","Canada",56.130366,-106.346771,"High Income","North America","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean","2016",0.38
"ca","Canada",56.130366,-106.346771,"High Income","North America","cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","2016",0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","cr","Costa Rica",9.748917,-83.753428,"Upper Middle Income","Latin America & Caribbean","2016",0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","ci","Cote d'Ivoire",7.539989,-5.54708,"Lower Middle Income","Sub-Saharan Africa","2016",0.1
"ca","Canada",56.130366,-106.346771,"High Income","North America","hr","Croatia",45.1,15.2,"High Income","Europe & Central Asia","2016",0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","cu","Cuba",21.521757,-77.781167,"Upper Middle Income","Latin America & Caribbean","2016",0.04
"ca","Canada",56.130366,-106.346771,"High Income","North America","cy","Cyprus",35.126413,33.429859,"High Income","Europe & Central Asia","2016",0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia","2016",0.05
"ca","Canada",56.130366,-106.346771,"High Income","North America","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","do","Dominican Republic",18.735693,-70.162651,"Upper Middle Income","Latin America & Caribbean","2016",0.05
"ca","Canada",56.130366,-106.346771,"High Income","North America","ec","Ecuador",-1.831239,-78.183406,"Upper Middle Income","Latin America & Caribbean","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","eg","Egypt, Arab Rep.",26.820553,30.802498,"Lower Middle Income","Middle East & North Africa","2016",0.35
"ca","Canada",56.130366,-106.346771,"High Income","North America","sv","El Salvador",13.794185,-88.89653,"Lower Middle Income","Latin America & Caribbean","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","et","Ethiopia",9.145,40.489673,"Low Income","Sub-Saharan Africa","2016",0.05
"ca","Canada",56.130366,-106.346771,"High Income","North America","fi","Finland",61.92411,25.748151,"High Income","Europe & Central Asia","2016",0.05
"ca","Canada",56.130366,-106.346771,"High Income","North America","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia","2016",1.66
"ca","Canada",56.130366,-106.346771,"High Income","North America","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia","2016",-0.17
"ca","Canada",56.130366,-106.346771,"High Income","North America","gh","Ghana",7.946527,-1.023194,"Lower Middle Income","Sub-Saharan Africa","2016",0.12
"ca","Canada",56.130366,-106.346771,"High Income","North America","gr","Greece",39.074208,21.824312,"High Income","Europe & Central Asia","2016",0.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","gt","Guatemala",15.783471,-90.230759,"Upper Middle Income","Latin America & Caribbean","2016",0.01
"ca","Canada",56.130366,-106.346771,"High Income","North America","ht","Haiti",18.971187,-72.285215,"Low Income","Latin America & Caribbean","2016",0.1
"ca","Canada",56.130366,-106.346771,"High Income","North America","hn","Honduras",15.199999,-86.241905,"Lower Middle Income","Latin America & Caribbean","2016",0.01
"ca","Canada",56.130366,-106.346771,"High Income","North America","hk","Hong Kong SAR, China",22.396428,114.109497,"High Income","East Asia & Pacific","2016",0.04
"ca","Canada",56.130366,-106.346771,"High Income","North America","hu","Hungary",47.162494,19.503304,"High Income","Europe & Central Asia","2016",0.04
"ca","Canada",56.130366,-106.346771,"High Income","North America","is","Iceland",64.963051,-19.020835,"High Income","Europe & Central Asia","2016",-0.01
"ca","Canada",56.130366,-106.346771,"High Income","North America","in","India",20.593684,78.96288,"Lower Middle Income","South Asia","2016",9.09
"ca","Canada",56.130366,-106.346771,"High Income","North America","id","Indonesia",-0.789275,113.921327,"Lower Middle Income","East Asia & Pacific","2016",-0.18
"ca","Canada",56.130366,-106.346771,"High Income","North America","ir","Iran, Islamic Rep.",32.427908,53.688046,"Upper Middle Income","Middle East & North Africa","2016",1.67
"ca","Canada",56.130366,-106.346771,"High Income","North America","iq","Iraq",33.223191,43.679291,"Upper Middle Income","Middle East & North Africa","2016",0.09
"ca","Canada",56.130366,-106.346771,"High Income","North America","ie","Ireland",53.41291,-8.24389,"High Income","Europe & Central Asia","2016",0.3
"ca","Canada",56.130366,-106.346771,"High Income","North America","il","Israel",31.046051,34.851612,"High Income","Middle East & North Africa","2016",0.36
"ca","Canada",56.130366,-106.346771,"High Income","North America","it","Italy",41.87194,12.56738,"High Income","Europe & Central Asia","2016",0.17
"ca","Canada",56.130366,-106.346771,"High Income","North America","jm","Jamaica",18.109581,-77.297508,"Upper Middle Income","Latin America & Caribbean","2016",0.3
"ca","Canada",56.130366,-106.346771,"High Income","North America","jp","Japan",36.204824,138.252924,"High Income","East Asia & Pacific","2016",-0.08
"ca","Canada",56.130366,-106.346771,"High Income","North America","jo","Jordan",30.585164,36.238414,"Upper Middle Income","Middle East & North Africa","2016",0.15
"ca","Canada",56.130366,-106.346771,"High Income","North America","kz","Kazakhstan",48.019573,66.923684,"Upper Middle Income","Europe & Central Asia","2016",0.06
"ca","Canada",56.130366,-106.346771,"High Income","North America","ke","Kenya",-0.023559,37.906193,"Lower Middle Income","Sub-Saharan Africa","2016",0.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","kr","Korea, Rep.",35.907757,127.766922,"High Income","East Asia & Pacific","2016",0.12
"ca","Canada",56.130366,-106.346771,"High Income","North America","kw","Kuwait",29.31166,47.481766,"High Income","Middle East & North Africa","2016",0.16
"ca","Canada",56.130366,-106.346771,"High Income","North America","lb","Lebanon",33.854721,35.862285,"Upper Middle Income","Middle East & North Africa","2016",0.32
"ca","Canada",56.130366,-106.346771,"High Income","North America","ly","Libya",26.3351,17.228331,"Upper Middle Income","Middle East & North Africa","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","lt","Lithuania",55.169438,23.881275,"High Income","Europe & Central Asia","2016",0.01
"ca","Canada",56.130366,-106.346771,"High Income","North America","lu","Luxembourg",49.815273,6.129583,"High Income","Europe & Central Asia","2016",-0.01
"ca","Canada",56.130366,-106.346771,"High Income","North America","mg","Madagascar",-18.766947,46.869107,"Low Income","Sub-Saharan Africa","2016",0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","my","Malaysia",4.210484,101.975766,"Upper Middle Income","East Asia & Pacific","2016",0.12
"ca","Canada",56.130366,-106.346771,"High Income","North America","mu","Mauritius",-20.348404,57.552152,"Upper Middle Income","Sub-Saharan Africa","2016",0.1
"ca","Canada",56.130366,-106.346771,"High Income","North America","mx","Mexico",23.634501,-102.552784,"Upper Middle Income","Latin America & Caribbean","2016",0.2
"ca","Canada",56.130366,-106.346771,"High Income","North America","md","Moldova",47.411631,28.369885,"Lower Middle Income","Europe & Central Asia","2016",0.1
"ca","Canada",56.130366,-106.346771,"High Income","North America","ma","Morocco",31.791702,-7.09262,"Lower Middle Income","Middle East & North Africa","2016",0.21
"ca","Canada",56.130366,-106.346771,"High Income","North America","np","Nepal",28.394857,84.124008,"Low Income","South Asia","2016",0.1
"ca","Canada",56.130366,-106.346771,"High Income","North America","nl","Netherlands",52.132633,5.291266,"High Income","Europe & Central Asia","2016",0.04
"ca","Canada",56.130366,-106.346771,"High Income","North America","nz","New Zealand",-40.900557,174.885971,"High Income","East Asia & Pacific","2016",-0.01
"ca","Canada",56.130366,-106.346771,"High Income","North America","ni","Nicaragua",12.865416,-85.207229,"Lower Middle Income","Latin America & Caribbean","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","ng","Nigeria",9.081999,8.675277,"Lower Middle Income","Sub-Saharan Africa","2016",1.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","no","Norway",60.472024,8.468946,"High Income","Europe & Central Asia","2016",-0.01
"ca","Canada",56.130366,-106.346771,"High Income","North America","om","Oman",21.512583,55.923255,"High Income","Middle East & North Africa","2016",0.09
"ca","Canada",56.130366,-106.346771,"High Income","North America","pk","Pakistan",30.375321,69.345116,"Lower Middle Income","South Asia","2016",1.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","pa","Panama",8.537981,-80.782127,"High Income","Latin America & Caribbean","2016",0
"ca","Canada",56.130366,-106.346771,"High Income","North America","pe","Peru",-9.189967,-75.015152,"Upper Middle Income","Latin America & Caribbean","2016",0.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","ph","Philippines",12.879721,121.774017,"Lower Middle Income","East Asia & Pacific","2016",0.91
"ca","Canada",56.130366,-106.346771,"High Income","North America","pl","Poland",51.919438,19.145136,"High Income","Europe & Central Asia","2016",0.08
"ca","Canada",56.130366,-106.346771,"High Income","North America","pt","Portugal",39.399872,-8.224454,"High Income","Europe & Central Asia","2016",0.05
"ca","Canada",56.130366,-106.346771,"High Income","North America","qa","Qatar",25.354826,51.183884,"High Income","Middle East & North Africa","2016",0.2
"ca","Canada",56.130366,-106.346771,"High Income","North America","ro","Romania",45.943161,24.96676,"Upper Middle Income","Europe & Central Asia","2016",0.18
"ca","Canada",56.130366,-106.346771,"High Income","North America","rw","Rwanda",-1.940278,29.873888,"Low Income","Sub-Saharan Africa","2016",0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","sa","Saudi Arabia",23.885942,45.079162,"High Income","Middle East & North Africa","2016",0.18
"ca","Canada",56.130366,-106.346771,"High Income","North America","sn","Senegal",14.497401,-14.452362,"Low Income","Sub-Saharan Africa","2016",0.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","rs","Serbia",44.016521,21.005859,"Upper Middle Income","Europe & Central Asia","2016",0.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","sg","Singapore",1.352083,103.819836,"High Income","East Asia & Pacific","2016",0.34
"ca","Canada",56.130366,-106.346771,"High Income","North America","sk","Slovak Republic",48.669026,19.699024,"High Income","Europe & Central Asia","2016",0.04
"ca","Canada",56.130366,-106.346771,"High Income","North America","za","South Africa",-30.559482,22.937506,"Upper Middle Income","Sub-Saharan Africa","2016",0.28
"ca","Canada",56.130366,-106.346771,"High Income","North America","es","Spain",40.463667,-3.74922,"High Income","Europe & Central Asia","2016",-0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","lk","Sri Lanka",7.873054,80.771797,"Lower Middle Income","South Asia","2016",0.11
"ca","Canada",56.130366,-106.346771,"High Income","North America","se","Sweden",60.128161,18.643501,"High Income","Europe & Central Asia","2016",-0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","2016",-0.07
"ca","Canada",56.130366,-106.346771,"High Income","North America","sy","Syrian Arab Republic",34.802075,38.996815,"Low Income","Middle East & North Africa","2016",0.14
"ca","Canada",56.130366,-106.346771,"High Income","North America","tw","Taiwan, China",23.69781,120.960515,"High Income","East Asia & Pacific","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","tz","Tanzania",-6.369028,34.888822,"Low Income","Sub-Saharan Africa","2016",0.02
"ca","Canada",56.130366,-106.346771,"High Income","North America","th","Thailand",15.870032,100.992541,"Upper Middle Income","East Asia & Pacific","2016",0.04
"ca","Canada",56.130366,-106.346771,"High Income","North America","tt","Trinidad and Tobago",10.691803,-61.222503,"High Income","Latin America & Caribbean","2016",0.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","tn","Tunisia",33.886917,9.537499,"Lower Middle Income","Middle East & North Africa","2016",0.2
"ca","Canada",56.130366,-106.346771,"High Income","North America","tr","Turkey",38.963745,35.243322,"Upper Middle Income","Europe & Central Asia","2016",0.4
"ca","Canada",56.130366,-106.346771,"High Income","North America","ug","Uganda",1.373333,32.290275,"Low Income","Sub-Saharan Africa","2016",0.04
"ca","Canada",56.130366,-106.346771,"High Income","North America","ua","Ukraine",48.379433,31.16558,"Lower Middle Income","Europe & Central Asia","2016",0.38
"ca","Canada",56.130366,-106.346771,"High Income","North America","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","2016",1.03
"ca","Canada",56.130366,-106.346771,"High Income","North America","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2016",1.05
"ca","Canada",56.130366,-106.346771,"High Income","North America","us","United States",37.09024,-95.712891,"High Income","North America","2016",-2.18
"ca","Canada",56.130366,-106.346771,"High Income","North America","ve","Venezuela, RB",6.42375,-66.58973,"Upper Middle Income","Latin America & Caribbean","2016",0.2
"ca","Canada",56.130366,-106.346771,"High Income","North America","vn","Vietnam",14.058324,108.277199,"Lower Middle Income","East Asia & Pacific","2016",0.14
"ca","Canada",56.130366,-106.346771,"High Income","North America","zw","Zimbabwe",-19.015438,29.154857,"Low Income","Sub-Saharan Africa","2016",0.03
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia","2016",7.86
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","ca","Canada",56.130366,-106.346771,"High Income","North America","2016",-1.22
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia","2016",15.57
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","in","India",20.593684,78.96288,"Lower Middle Income","South Asia","2016",5.53
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","ke","Kenya",-0.023559,37.906193,"Lower Middle Income","Sub-Saharan Africa","2016",1.91
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","rw","Rwanda",-1.940278,29.873888,"Low Income","Sub-Saharan Africa","2016",8.29
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","za","South Africa",-30.559482,22.937506,"Upper Middle Income","Sub-Saharan Africa","2016",4.89
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","ug","Uganda",1.373333,32.290275,"Low Income","Sub-Saharan Africa","2016",2.13
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2016",5.21
"cd","Congo, Dem. Rep.",-4.038333,21.758664,"Low Income","Sub-Saharan Africa","us","United States",37.09024,-95.712891,"High Income","North America","2016",16.63
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","2016",0.08
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","2016",0.25
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific","2016",0.33
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia","2016",1.13
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia","2016",1.78
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","2016",1.74
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","bg","Bulgaria",42.733883,25.48583,"Upper Middle Income","Europe & Central Asia","2016",0.16
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","ca","Canada",56.130366,-106.346771,"High Income","North America","2016",0.49
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean","2016",0.14
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific","2016",0.47
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean","2016",0.21
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","cr","Costa Rica",9.748917,-83.753428,"Upper Middle Income","Latin America & Caribbean","2016",0.05
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","hr","Croatia",45.1,15.2,"High Income","Europe & Central Asia","2016",0.27
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia","2016",0.56
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia","2016",0.15
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","ec","Ecuador",-1.831239,-78.183406,"Upper Middle Income","Latin America & Caribbean","2016",0.04
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","eg","Egypt, Arab Rep.",26.820553,30.802498,"Lower Middle Income","Middle East & North Africa","2016",0.2
"ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","fi","Finland",61.92411,25.748151,"High Income","Europe & Central Asia","2016",0.55
